video_name|index|start_frame|end_frame|start_sec|end_sec|target
1250279_1a1|27762|38342|38400|766.84|768.0|Da ist das Geld schnell weg.
1250279_1a1|27763|38400|38528|768.0|770.56|Man muss da schnell sein: Das ist die Telefonnummer und dann alles schnell klären.
1250279_1a1|27764|38528|38714|770.56|774.28|Die Frau, die dolmetscht, kenne ich von der Tagesschau/
1250279_1a1|27765|38758|38969|775.16|779.38|Genau, die von Phönix dolmetscht da.
1250279_1a1|27766|38969|39065|779.38|781.3|Sie telefoniert da.
1250279_1a1|27767|39483|39643|789.66|792.86|Nee, nichts erzählen.
1250279_1a1|27768|39643|39769|792.86|795.38|Du musst denen sagen, wo sie anrufen sollen.
1250279_1a1|27769|41144|41314|822.88|826.28|Nein, also sie ist in Köln.
1250279_1a1|27770|41314|41619|826.28|832.38|Es sind nicht alle aus Köln, nur die eine bei TESS.
1250279_1a1|27771|41690|41798|833.8|835.96|Ja, wirklich.
1250279_1a1|27772|42145|42343|842.9|846.86|Nee. Das ist was anderes.
1250279_1a1|27773|42484|42785|849.68|855.7|Nein, deins hat einen anderen Namen, das ist nicht TESS/
1250279_1a1|27774|42853|43238|857.06|864.76|Dort kannst du anrufen, wenn du beispielsweise Probleme mit einem Brief hast, dann kriegst du Rückmeldung.
1250279_1a1|27775|45224|45344|904.48|906.88|Das ist dann leichter.
1250279_1a1|27776|45973|46245|919.46|924.9|Die Dolmetscher bei der Tagesschau mag ich gerne.
1250279_1a1|27777|46245|46449|924.9|928.98|Zu erfahren, was im Ausland passiert, etwas über Kriege, das interessiert mich sehr.
1250279_1a1|27778|46449|46496|928.98|929.92|Das finde ich gut.
1250279_1a1|27779|46496|46737|929.92|934.74|Bei Filmen mag ich Untertitel. Auch wenn etwas Trauriges kommt.
1250279_1a1|27780|47192|47293|943.84|945.86|So eine kleine Dolmetschereinblendung würde mir reichen. So ist es nicht schlimm.
1250279_1a1|27781|48118|48243|962.36|964.86|Wir erfassen das mit einem Blick.
1250279_1a1|27782|48512|48668|970.24|973.36|Ich glaube nicht.
1250279_1a1|27783|48681|48813|973.62|976.26|Das würde stören.
1250279_1a1|27784|48813|49186|976.26|983.72|Man würde immer die Dolmetscher anschauen und den eigentlichen Film verpassen.
1250279_1a1|27785|49186|49261|983.72|985.22|Bei der Tagesschau geht es gut.
1250279_1a1|27786|49261|49387|985.22|987.74|Da kann man gut hin- und herschauen.
1250279_1a1|27787|49387|49530|987.74|990.6|Es ist nicht schlimm, weil es recht kurz ist. Das geht dann.
1250279_1b1|27788|608|991|12.16|19.82|Ich weiß nur, dass die im Norden, in Vorpommern, kostenlos sind, aber in Berlin müssen die Gehörlosen die Dolmetscher bezahlen.
1250279_1b1|27789|1751|2150|35.02|43.0|Aber es gibt auch Gehörlose, die keine Mitglieder sind und ihre Dolmetscher trotzdem nicht selbst bezahlen müssen.
1250279_1b1|27790|2516|2655|50.32|53.1|Die müssen das bezahlen.
1250279_1b1|27791|3532|3624|70.64|72.48|Da hast du Recht.
1250279_1b1|27792|3624|3861|72.48|77.22|Ich habe meinem Hausarzt widersprechen müssen.
1250279_1b1|27793|3861|4064|77.22|81.28|Ich hatte starke Rückenbeschwerden, sehr starke Schmerzen.
1250279_1b1|27794|4064|4205|81.28|84.1|Ich habe ihm gesagt: „Ich habe wirklich Schmerzen.“
1250279_1b1|27795|4205|4262|84.1|85.24|Er hat das nicht geglaubt.
1250279_1b1|27796|4262|4457|85.24|89.14|Also habe ich einen Dolmetscher mitgenommen und noch einmal alles erklärt.
1250279_1b1|27797|4712|5058|94.24|101.16|Bei den nächsten Terminen hat der Arzt mich ohne Dolmetscher behandelt.
1250279_1b1|27798|5058|5397|101.16|107.94|Der Arzt sagte, dass es ihm leidtut. Aber ich fragte, was ich dann weiter machen soll.
1250279_1b1|27799|5588|5770|111.76|115.4|Ich meine nicht, wenn ich zum Hausarzt gehe.
1250279_1b1|27800|5770|5995|115.4|119.9|Wenn ich dann wirklich mal richtig umfallen sollte, was soll ich dann machen?
1250279_1b1|27801|5995|6073|119.9|121.46|Dann habe ich die Schnauze voll.
1250279_1b1|27802|6073|6349|121.46|126.98|Ich schreibe dann dem Dolmetscher ein Fax und der kann den Notarzt per Telefon alarmieren.
1250279_1b1|27803|6349|6427|126.98|128.54|Ich komme dann ins Krankenhaus.
1250279_1b1|27804|6427|6494|128.54|129.88|Das ist schon eine Hilfe.
1250279_1b1|27805|7370|7700|147.4|154.0|Mein Betrieb war einverstanden, aber mein neuer Chef sagte, es würden keine Dolmetscher gebraucht.
1250279_1b1|27806|7700|7830|154.0|156.6|Da waren mein Kollege und ich wütend!
1250279_1b1|27807|8013|8263|160.26|165.26|Der kann sich für Gehörlose nicht erwärmen.
1250279_1b1|27808|8263|8681|165.26|173.62|In meinem Betrieb, also in meiner Abteilung, gibt es auch andere Behinderte, zum Beispiel geistig Behinderte.
1250279_1b1|27809|8784|8929|175.68|178.58|Die können sich nicht wehren.
1250279_1b1|27810|8929|9023|178.58|180.46|Ich bin die einzige, die sich wehrt.
1250279_1b1|27811|9023|9237|180.46|184.74|Meine Arbeitskollegin #Name1 kann sich nicht wehren.
1250279_1b1|27812|9916|10134|198.32|202.68|Früher war das gar kein Problem.
1250279_1b1|27813|10365|10495|207.3|209.9|Früher haben Gehörlose/
1250279_1b1|27814|11563|11773|231.26|235.46|Meine Mutter hat mir nicht bei allem geholfen.
1250279_1b1|27815|11773|12062|235.46|241.24|Aber nur Schriftliches, z.B. Anträge hat sie für mich ausgefüllt.
1250279_1b1|27816|12062|12301|241.24|246.02|Allein schaffe ich es nicht, einen Widerspruch zu schreiben.
1250279_1b1|27817|12415|12608|248.3|252.16|Für Kinder ist das Dolmetschen ja auch Stress. Die sollen unbeschwert bleiben.
1250279_1b1|27818|12608|12810|252.16|256.2|Wenn die Mutter oder ein Dolmetscher das macht, ist das besser.
1250279_1b1|27819|13262|13438|265.24|268.76|Alle schreien danach, dass sie Dolmetscher brauchen.
1250279_1b1|27820|13858|14054|277.16|281.08|Früher war es kein Problem, da gab es mehr Dolmetscher.
1250279_1b1|27821|14054|14178|281.08|283.56|Jetzt werden es weniger, viele gehen.
1250279_1b1|27822|14178|14270|283.56|285.4|Das wundert mich.
1250279_1b1|27823|14269|14521|285.38|290.42|Haben die kein Herz für Gehörlose, wollen die uns nicht unterstützen?
1250279_1b1|27824|15425|15745|308.5|314.9|Nein. Ich bin ganz stark auf Dolmetscher angewiesen.
1250279_1b1|27825|15744|15846|314.88|316.92|Ich bin schwer krank.
1250279_1b1|27826|15846|16138|316.92|322.76|Ohne Dolmetscher wäre ich wahrscheinlich schon tot.
1250279_1b1|27827|16380|16653|327.6|333.06|Zum Glück konnte ich Frau #Name2 jedesmal mitnehmen und sie hat gedolmetscht, was ich den Ärzten sagen wollte.
1250279_1b1|27828|16653|16793|333.06|335.86|Ohne die Dolmetscher würde ich nichts verstehen.
1250279_1b1|27829|16793|16995|335.86|339.9|Ich bin den Dolmetschern sehr dankbar.
1250279_1b1|27830|17379|17538|347.58|350.76|Die Dolmetscher müssen unbedingt bleiben, wir brauchen sie.
1250279_1b1|27831|18112|18306|362.24|366.12|Nein! Meine Kinder/
1250279_1b1|27832|18641|18945|372.82|378.9|Meine Kinder sind weit weg und haben auch keine Zeit.
1250279_1b1|27833|19177|19571|383.54|391.42|Wenn ich zwischendurch telefonieren muss, dann macht Frau #Name2 das für mich.
1250279_1b1|27834|19651|19865|393.02|397.3|Aber nur ein Dolmetscher für die ganze Gegend, puh.
1250279_1b1|27835|19865|20026|397.3|400.52|Frau #Name2 ist ganz schön im Stress.
1250279_1b1|27836|20681|20926|413.62|418.52|Nein, Danke! Nein, Danke!
1250279_1b1|27837|21330|21586|426.6|431.72|Aber heute kommen immer mehr schwierige Wörter dazu.
1250279_1b1|27838|21586|21719|431.72|434.38|Die verstehe ich nicht, da bin ich verloren.
1250279_1b1|27839|21719|22060|434.38|441.2|Der Arzt benutzt viele komplizierte Fachwörter, die ich nicht gleich verstanden habe, als ob ich das noch lernen müsste.
1250279_1b1|27840|22666|22887|453.32|457.74|Meine Tochter hilft mir bei komplizierten Dingen.
1250279_1b1|27841|22887|23261|457.74|465.22|Sie kam dann persönlich vorbei und wir haben dann genauestens mit dem Arzt über das Problem gesprochen.
1250279_1b1|27842|23261|23351|465.22|467.02|Also sie haben über mein Problem gesprochen.
1250279_1b1|27843|23351|23520|467.02|470.4|Aber das war nicht immer möglich, nur einmal.
1250279_1b1|27844|23520|23612|470.4|472.24|Sie haben sich nur selten Zeit genommen.
1250279_1b1|27845|24488|24715|489.76|494.3|Mein Mann ist schwerhörig, der kann mir auch nicht immer weiterhelfen.
1250279_1b1|27846|24773|24839|495.46|496.78|Und das ist das Problem.
1250279_1b1|27847|24839|24902|496.78|498.04|Da bin ich dann hilflos.
1250279_1b1|27848|25977|26178|519.54|523.56|Ohne Dolmetscher wäre ich verloren, weil ich ja schwer krank bin.
1250279_1b1|27849|26177|26330|523.54|526.6|Ich verstehe ja gar nicht, was der andere sagt.
1250279_1b1|27850|26617|26724|532.34|534.48|Alle müssen die Schweigepflicht einhalten.
1250279_1b1|27851|26793|26927|535.86|538.54|Schweigepflicht, also er darf nichts weitersagen.
1250279_1b1|27852|26995|27059|539.9|541.18|Schweigepflicht ist ein Muss!
1250279_1b1|27853|27225|27333|544.5|546.66|Früher hatte ich viele Probleme.
1250279_1b1|27854|27333|27588|546.66|551.76|Ich musste wegen der Kinder zum Jugendamt und brauchte Dolmetscher.
1250279_1b1|27855|27972|28139|559.44|562.78|Jetzt habe ich nur noch die Probleme mit meiner Gesundheit.
1250279_1b1|27856|28408|28489|568.16|569.78|Ja, da stimmt.
1250279_1b1|27857|28513|28670|570.26|573.4|Stimmt. Ja, das stimmt.
1250279_1b1|27858|28670|28957|573.4|579.14|Aber wenn ich einen Brief oder ähnliches bekomme und das nicht verstehe, dann zeige ich es einer Dolmetscherin.
1250279_1b1|27859|28957|29018|579.14|580.36|Sie erklärte es mir und dann wusste ich Bescheid.
1250279_1b1|27860|29656|29849|593.12|596.98|Wenn du das Fax schickst, sagt der Dolmetscher dann sofort für dich Bescheid und ruft an?
1250279_1b1|27861|33600|33774|672.0|675.48|Das habe ich noch nie erlebt oder gesehen.
1250279_1b1|27862|34407|34685|688.14|693.7|Im (( )) Club gibt es auch so Dolmetscher.
1250279_1b1|27863|34685|34775|693.7|695.5|Aber ich mag es nicht, wenn mir alle zuschauen.
1250279_1b1|27864|34775|34904|695.5|698.08|Ich wäre da lieber alleine.
1250279_1b1|27865|34964|35205|699.28|704.1|Da muss ich mir ein Attest holen.
1250279_1b1|27866|35550|35761|711.0|715.22|Also D, dann S. Nein.
1250279_1b1|27867|36672|36821|733.44|736.42|Fernseher. Du gebärdest ja schon Quatsch.
1250279_1b1|27868|36905|37037|738.1|740.74|Vor zwei Wochen hat das angefangen.
1250279_1b1|27869|37085|37140|741.7|742.8|Da gibt’s nur wenig zu sagen.
1250279_1b1|27870|37140|37322|742.8|746.44|Ich war die erste, der das gezeigt wurde und ich sollte es ausprobieren und bewerten.
1250279_1b1|27871|37484|37782|749.68|755.64|Ich habe mich hingesetzt und dann gebärdete jemand los und ich wusste nicht, was ich sagen sollte.
1250279_1b1|27872|37782|37981|755.64|759.62|Ich war überhaupt nicht darauf vorbereitet und wusste gar nicht, was ich sagen soll.
1250279_1b1|27873|38743|38889|774.86|777.78|Du meinst die Dolmetscherin von Phönix.
1250279_1b1|27874|39147|39273|782.94|785.46|Nein, nein, als ich angefangen habe.
1250279_1b1|27875|39273|39483|785.46|789.66|Ich hatte dann noch mal nachgefragt, was ich sagen soll und die meinten, es sei egal, irgendwas.
1250279_1b1|27876|39629|39689|792.58|793.78|Nein, mir wurde Bescheid/
1250279_1b1|27877|39689|39872|793.78|797.44|Bitte lass mich erzählen, so habe ich das erlebt.
1250279_1b1|27878|39872|39947|797.44|798.94|Ich habe dann noch mal nachgefragt, was ich sagen soll.
1250279_1b1|27879|39947|40054|798.94|801.08|Die meinten: „Irgendwas, nur so ungefähr.“
1250279_1b1|27880|40630|40741|812.6|814.82|Das war interessant, zwar kurz, aber ich habe es verstanden.
1250279_1b1|27881|40741|40927|814.82|818.54|Ich habe mir das interessiert angesehen. Das ist schon schön und auch nicht schlecht.
1250279_1b1|27882|40927|41144|818.54|822.88|Aber leider sind die Dolmetscher schlecht.
1250279_1b1|27883|41746|41889|834.92|837.78|Es gibt diese Firma/
1250279_1b1|27884|41889|42000|837.78|840.0|Da ist eine Homepage/
1250279_1b1|27885|42000|42145|840.0|842.9|Irgendwas mit Dolmetschen – wenn man Probleme mit Geld hat/
1250279_1b1|27886|42276|42504|845.52|850.08|Doch, die können dann helfen. Hör mal, die können wirklich helfen.
1250279_1b1|27887|42599|42871|851.98|857.42|Wenn man Probleme wegen Schulden hat, am Arbeitsplatz, zum Arzt muss/
1250279_1b1|27888|43536|43586|870.72|871.72|Das hatte ich nicht gewusst.
1250279_1b1|27889|43586|43789|871.72|875.78|Ich habe mich dann für die Information bedankt. Nur kurz: Danke für die Informationen.
1250279_1b1|27890|44385|44743|887.7|894.86|Ich finde Untertitel auch gut.
1250279_1b1|27891|44743|44966|894.86|899.32|Aber manchmal sind die Wörter so kompliziert, da braucht man mehr Erfahrung.
1250279_1b1|27892|44966|45158|899.32|903.16|Und dann/ Das verstehe ich teilweise nicht.
1250279_1b1|27893|45158|45362|903.16|907.24|Die Dolmetscher verstehe ich komplett.
1250279_1b1|27894|45362|45453|907.24|909.06|Genau, das ist leichter als mit Untertiteln.
1250279_1b1|27895|45871|45978|917.42|919.56|Den Dolmetscher verstehe ich komplett.
1250279_1b1|27896|45978|46259|919.56|925.18|Aber klar, wenn kein Dolmetscher da ist, dann besser Untertitel.
1250279_1b1|27897|46742|46900|934.84|938.0|Bei Filmen brauche ich Untertitel.
1250279_1b1|27898|46900|47017|938.0|940.34|Wenn neben dem Film gedolmetscht wird – das geht nicht.
1250279_1b1|27899|47017|47103|940.34|942.06|Da brauchen wir natürlich Untertitel.
1250279_1b1|27900|47103|47260|942.06|945.2|Den Film durch Dolmetscher stören geht nicht.
1250279_1b1|27901|47575|47635|951.5|952.7|Zwischen Untertitel und dem Film kann man schneller hin und her schauen.
1250279_1b1|27902|47936|48113|958.72|962.26|Das können Gehörlose besser verstehen.
1250279_1b1|27903|48572|48642|971.44|972.84|Nein, Danke.
1250279_1b1|27904|48711|49054|974.22|981.08|Das stört, weil dir immer wieder Abschnitte vom Film fehlen.
1250279_1b1|27905|49488|49604|989.76|992.08|Das stimmt.
1211075_1a1|27906|0|111|0.0|2.22|Ich habe von Dianas Tod nichts gewusst bevor/
1211075_1a1|27907|110|303|2.2|6.06|Also sonntags schaue ich immer „Sehen statt Hören“.
1211075_1a1|27908|303|689|6.06|13.78|Ich habe mir also „Sehen statt Hören“ angesehen und da wurde unten am Bildschirmrand ein Balken mit der Meldung „Diana starb bei einem Autounfall“, eingeblendet.
1211075_1a1|27909|689|848|13.78|16.96|Als ich das las, war ich auch schon niedergeschlagen.
1211075_1a1|27910|1143|1377|22.86|27.54|Was ist passiert? Das Auto war in einen Tunnel gefahren und dort gab es einen Unfall.
1211075_1a1|27911|1377|1427|27.54|28.54|Ich war so niedergeschlagen.
1211075_1a1|27912|1427|1562|28.54|31.24|Die ganze Welt war traurig darüber und niedergeschlagen.
1211075_1a1|27913|1562|1620|31.24|32.4|Es wurden viele Blumen niedergelegt.
1211075_1a1|27914|1619|1686|32.38|33.72|Es verging etwas Zeit und dann war es auch okay.
1211075_1a1|27915|1685|2002|33.7|40.04|Wir zogen uns also an und besuchten eine Jubiläumsfeier in der Altstadt, ah, ich meine in Albstadt.
1211075_1a1|27916|2001|2157|40.02|43.14|Wir unterhielten uns dort auch über das Thema, also Dianas Tod und so weiter.
1211075_1a1|27917|2157|2375|43.14|47.5|Wir gingen irgendwann nach Hause und schauten uns später einen Ausschnitt an, der untertitelt wurde.
1211075_1a1|27918|2738|2809|54.76|56.18|Ich konnte mir nicht vorstellen, dass sie gestorben war.
1211075_1a1|27919|2809|2993|56.18|59.86|Für mich war das einfach unglaublich.
1211075_1a1|27920|5104|5191|102.08|103.82|Den ganzen Tag über wurden Filme gezeigt.
1211075_1a1|27921|5802|5948|116.04|118.96|Ich glaube, als das passiert ist, war ausgerechnet Wochenende.
1211075_1a1|27922|5948|6088|118.96|121.76|Als der Unfall passierte, war Wochenende, aber na ja, es ging dann so weiter.
1211075_1a1|27923|6088|6282|121.76|125.64|Ich habe da niemanden getroffen.
1211075_1a1|27924|8138|8233|162.76|164.66|Ja, da geht es mir wie dir, sie hatte Ausstrahlung.
1211075_1a1|27925|9679|10005|193.58|200.1|Da wäre ihre Ausstrahlung, dass sie anderen Menschen geholfen hat und dass sie die Königin der Herzen war.
1211075_1a1|27926|10005|10082|200.1|201.64|Also ganz schlichte Sachen.
1211075_1a1|27927|10084|10209|201.68|204.18|Sie war für alle da.
1211075_1a1|27928|10209|10425|204.18|208.5|Für alle, war sie da. Noch etwas?
1211075_1a1|27929|10459|10595|209.18|211.9|Ich meine, sie war eine besondere Frau.
1211075_1a1|27930|13304|13446|266.08|268.92|Diese haben vor allem gesagt, dass die Kinder das Spielen sein lassen sollen.
1211075_1a1|27931|13806|13862|276.12|277.24|Wenn ich mir das so vorstelle/
1211075_1a1|27932|13866|14020|277.32|280.4|Die Vorstellung, dass Diana so alt wäre wie #Name1, sie sind der gleiche Jahrgang.
1211075_1a1|27933|14019|14106|280.38|282.12|Wenn das so wäre, dann würde sie im nächsten Jahr 50 Jahre alt werden.
1211075_1a1|27934|14105|14222|282.1|284.44|Es stimmt, sie sind im gleichen Jahrgang.
1211075_1b1|27935|3425|3628|68.5|72.56|Als dort „Diana tot“ stand, habe ich mich gefragt, was sie damit meinten.
1211075_1b1|27936|3627|3821|72.54|76.42|Später dachte ich, dass sie bestimmt eine andere Diana meinten.
1211075_1b1|27937|3820|3986|76.4|79.72|Eine Doppelgängerin, mit derselben Frisur und die ebenso lacht.
1211075_1b1|27938|3986|4142|79.72|82.84|Als ich dann sah, dass es wirklich Prinzessin Diana war, hielt ich das für unmöglich.
1211075_1b1|27939|4142|4375|82.84|87.5|Ich musste auch zehnmal darüber nachdenken, ob Diana nun wirklich tot war.
1211075_1b1|27940|4375|4457|87.5|89.14|Ich war erschüttert.
1211075_1b1|27941|4457|4731|89.14|94.62|Das fühlte sich an wie, na ja, ich weiß nicht wie ich das Gefühl genau beschreiben soll, als wenn es nun eine Person weniger ist.
1211075_1b1|27942|4731|4858|94.62|97.16|Ich kann das nicht beschreiben, egal.
1211075_1b1|27943|6331|6650|126.62|133.0|Ein großes Thema war allerdings, dass der Paparazzo auf dem Motorrad Schuld gehabt haben soll.
1211075_1b1|27944|6650|6924|133.0|138.48|Da gab es ein großes Durcheinander. Die einen sagen, es hätte am Überholmanöver gelegen, die anderen meinen, der Chauffeur sei betrunken gewesen etc.
1211075_1b1|27945|6923|7092|138.46|141.84|Das war kompliziert, weil jeder eine andere Meinung dazu hatte.
1211075_1b1|27946|7092|7238|141.84|144.76|Deshalb gab es kein klares Bild darüber, wie es passiert ist.
1211075_1b1|27947|7903|8077|158.06|161.54|Aber das war auch eine traurige Stimmung.
1211075_1b1|27948|8077|8180|161.54|163.6|Was Diana ausgestrahlt hat, war sehr toll.
1211075_1b1|27949|8180|8338|163.6|166.76|Wenn ich so daran denke, ihre armen Kinder. Sie waren noch so klein.
1211075_1b1|27950|8338|8479|166.76|169.58|Vor allem der Jüngste, das fühlt sich nicht gut an.
1211075_1b1|27951|8479|8725|169.58|174.5|Ich sagte selbst auch, dass Dianas Mann selbst Schuld sei und er auch Schuld hat, an den Komplikationen.
1211075_1b1|27952|8725|8840|174.5|176.8|Er hat es mit den Komplikationen zu weit getrieben.
1211075_1b1|27953|10595|10856|211.9|217.12|Als ich sie zum ersten Mal gesehen habe, war sie eine schüchterne Kindergärtnerin.
1211075_1b1|27954|10856|11179|217.12|223.58|Mit ihrem Rock, das weiß ich noch, ihrer Bluse, dem schönen Gesicht, sah sie schüchtern aus und das hat mir gut gefallen.
1211075_1b1|27955|11179|11381|223.58|227.62|Dann hat sie sich den Prinzen geangelt, Charles, und ich habe mich gefragt, warum ausgerechnet den.
1211075_1b1|27956|11381|11612|227.62|232.24|Ich hatte das Gefühl, dass Charles väterlich wirkte und eher wie ein Vater für Diana war.
1211075_1b1|27957|11612|11689|232.24|233.78|Charles war auch schüchtern.
1211075_1b1|27958|11689|11852|233.78|237.04|So wie ich das gesehen habe, hat Diana immer das gemacht, was alle gesagt haben.
1211075_1b1|27959|12135|12323|242.7|246.46|So hat Diana mir gut gefallen und sie zeigte, was ihre Wünsche waren.
1211075_1b1|27960|12323|12512|246.46|250.24|Trotzdem war sie, versteckt und hinter vorgehaltener Hand, unglücklich.
1211075_1b1|27961|12512|12644|250.24|252.88|Ihre Ausstrahlung und das was sie zeigte war schön.
1211075_1b1|27962|12644|12817|252.88|256.34|Eine Prinzessin mit großem Herzen, das passte gut zu ihr.
1211075_1b1|27963|12972|13048|259.44|260.96|Ja, das war ihr egal.
1211075_1b1|27964|13084|13264|261.68|265.28|Sie zeigte sich auch beim Kabbeln und Spielen mit den Kindern, das hat mir gut gefallen.
1211075_1b1|27965|13263|13368|265.26|267.36|Die meisten Anderen haben das nicht so gemacht.
1211075_1b1|27966|13588|13887|271.76|277.74|Ich frage mich, wie sie heute aussehen würde. Das würde ich gerne sehen.
1179389_1a1|27967|0|87|0.0|1.74|Das Thema ist Wirtschaft.
1179389_1a1|27968|101|386|2.02|7.72|Seit ungefähr einem Jahr gibt es jetzt schon eine Weltfinanzkrise.
1179389_1a1|27969|386|685|7.72|13.7|Klar, eine Krise heißt, dass die Aktienkurse sinken und die Börse abstürzt.
1179389_1a1|27970|685|901|13.7|18.02|Das war wie ein großer Knall, als plötzlich alles zusammenbrach.
1179389_1a1|27971|1460|1711|29.2|34.22|Es ist klar, dass die Wirtschaft nicht so einfach wieder einen schnellen Aufschwung erlebt.
1179389_1a1|27972|1710|1833|34.2|36.66|Da muss man viel regulieren, bis das wieder klappt.
1179389_1a1|27973|1832|1925|36.64|38.5|Das ist schwierig und nicht so einfach.
1179389_1a1|27974|2254|2310|45.08|46.2|Nein, klar.
1179389_1a1|27975|5842|6110|116.84|122.2|Hast du eine Vorstellung davon oder einen Tipp, wie man es schafft, dass es wieder bergauf geht?
1179389_1a1|27976|6110|6196|122.2|123.92|Man muss die Politik ändern.
1179389_1a1|27977|6196|6272|123.92|125.44|Was meinst du dazu?
1179389_1a1|27978|8928|9014|178.56|180.28|Wollen wir über das nächste Thema reden?
1179389_1a1|27979|9014|9095|180.28|181.9|Ich wäre fertig.
1179389_1b1|27980|1935|2254|38.7|45.08|Das, was du eben erzählt hast, glaube ich nicht. Dass die Wirtschaft aktuell von selbst in die Krise stürzt. Nein.
1179389_1b1|27981|2254|2519|45.08|50.38|Das ist passiert durch die aktuelle Immobilienkrise der Wohnungen.
1179389_1b1|27982|2745|2882|54.9|57.64|Das hat in Amerika angefangen, da wurde es so teuer.
1179389_1b1|27983|2882|3003|57.64|60.06|Dort hat sich die Bank viele Immobilien unter den Nagel gerissen.
1179389_1b1|27984|3100|3226|62.0|64.52|Und dazu ist auch der Ölpreis immer mehr gestiegen.
1179389_1b1|27985|3226|3303|64.52|66.06|Die Bank freute sich natürlich, dass sie Kredite aufnehmen konnte.
1179389_1b1|27986|3303|3512|66.06|70.24|Als die Bank sich Geld geliehen hat, hatten sie den Vorteil, dass sie zehn Jahre lang nur niedrige Zinsen zahlen mussten.
1179389_1b1|27987|3511|3691|70.22|73.82|Mit dem Geld konnte man sich Öl in Fässern kaufen und das dann sammeln und aufbewahren.
1179389_1b1|27988|3690|3925|73.8|78.5|Wenn dann die Preise steigen, kann die Bank das Öl verkaufen und macht mehr Gewinn als mit den Kreditgeschäften.
1179389_1b1|27989|4195|4447|83.9|88.94|Dadurch, dass es bei denen schiefgelaufen ist, ist alles schiefgelaufen.
1179389_1b1|27990|4517|4757|90.34|95.14|Deswegen meine ich, dass die Banken keine Disziplin haben.
1179389_1b1|27991|4757|4848|95.14|96.96|Die haben keine Ordnung.
1179389_1b1|27992|4848|4954|96.96|99.08|Früher gingen die Manager immer nach der gleichen Routine mit dem Geld um, das war ganz gleichförmig.
1179389_1b1|27993|4954|5110|99.08|102.2|Das ging so immer weiter, und jetzt auf einmal stehen sie da.
1179389_1b1|27994|5110|5258|102.2|105.16|Jetzt ist aktuell etwas Neues passiert.
1179389_1b1|27995|5258|5313|105.16|106.26|Tja, und jetzt stehen sie da.
1179389_1b1|27996|6426|6644|128.52|132.88|Deshalb bekommen Manager so viel mehr Lohn, fast dreimal so viel.
1179389_1b1|27997|6643|6830|132.86|136.6|Da gibt es eine Abstufung zwischen den Arbeitern, den Mitarbeitern und den Managern.
1179389_1b1|27998|7504|7644|150.08|152.88|Entweder denken sie nur an den Gewinn und daran, durch die Prämien noch mehr Geld zu bekommen.
1179389_1b1|27999|7875|8180|157.5|163.6|Das heißt, die Regierung hat die Kontrolle über sie verloren und über die Börse und die Wirtschaft.
1179389_1b1|28000|8180|8311|163.6|166.22|Die hat einfach die Kontrolle verloren und bekommt das nicht mit.
1179389_1b1|28001|8437|8652|168.74|173.04|Jetzt wird sich mehr darauf konzentriert, dass auch mehr Kontrolle entsteht.
1179389_1b1|28002|8652|8762|173.04|175.24|Und dass sie einen Überblick über die Grenzen haben.
1179389_1b1|28003|9125|9282|182.5|185.64|Ich habe eine interessante Sache im Fernsehen gesehen, die dort erzählt wurde und der ich zustimme.
1179389_1b1|28004|9282|9612|185.64|192.24|Es ging darum, dass es in der Wirtschaft immer wieder Streit um die Höhe des Preises gibt.
1179389_1b1|28005|9612|9887|192.24|197.74|Eine Autofirma, aber er sagte nicht welche.
1179389_1b1|28006|9887|10103|197.74|202.06|In der Vorstandsebene, also bei den Managern und den Finanzmanagern und so weiter, waren die Leute bereit für eine Abmachung.
1179389_1b1|28007|10103|10215|202.06|204.3|Durch die Krise hätten ja eigentlich viele Leute entlassen werden müssen.
1179389_1b1|28008|10215|10379|204.3|207.58|Dann werden in der Regel Kurzarbeiter eingestellt, aber diese Firma machte da nicht mit.
1179389_1b1|28009|10839|11078|216.78|221.56|Die waren auch alle bereit, ihren Lohn im Vergleich zu den Arbeitern um einen dreimal so hohen Anteil zu verringern.
1179389_1b1|28010|11078|11165|221.56|223.3|Es konnte [in dieser Firma] wirtschaftlich normal weitergehen.
1179389_1b1|28011|11222|11309|224.44|226.18|Andere machen das nicht.
1179389_1b1|28012|11309|11405|226.18|228.1|Aber das ist interessant von der einen Firma.
1292768_1a1|28013|3781|3905|75.62|78.1|Wie ich sehe, hat deine Geschichte schon früh angefangen.
1292768_1a1|28014|3904|4157|78.08|83.14|Du warst schon in einem hörenden Kindergarten.
1292768_1a1|28015|4157|4290|83.14|85.8|Dann warst du auf einer hörenden Schule.
1292768_1a1|28016|5699|5809|113.98|116.18|Du hast gewechselt und/
1292768_1a1|28017|5809|6171|116.18|123.42|Jetzt gibt es ja neu den Schwerhörigen- und Gehörlosenkindergarten.
1292768_1a1|28018|6208|6299|124.16|125.98|Nicht wie früher.
1292768_1a1|28019|7031|7067|140.62|141.34|Ach so.
1292768_1a1|28020|7684|8048|153.68|160.96|Ich weiß, dass damals meine Mutter und ich nach Dortmund gefahren sind, um mich vorzustellen.
1292768_1a1|28021|8048|8148|160.96|162.96|Deshalb, weil die '53 neu gebaut wurde.
1292768_1a1|28022|8148|8247|162.96|164.94|Ich war sechs Jahre alt.
1292768_1a1|28023|8247|8391|164.94|167.82|Deshalb bin ich mit sieben Jahren, '54, in die Schule gekommen.
